   xk <= x <   xk+1; y_i      =    73.0531     +       -0.000128404x; type: least-square
11220 <= x <  11250; y_374    =      6064.0000 +   -0.5333x; interpolation
11250 <= x <  11280; y_375    =     -5561.0000 +    0.5000x; interpolation
11280 <= x <  11310; y_376    =      5343.0000 +   -0.4667x; interpolation
11310 <= x <  11340; y_377    =     -5213.0000 +    0.4667x; interpolation
11340 <= x <  11370; y_378    =      6127.0000 +   -0.5333x; interpolation
11370 <= x <  11400; y_379    =     -6001.0000 +    0.5333x; interpolation
11400 <= x <  11430; y_380    =      1979.0000 +   -0.1667x; interpolation
11430 <= x <  11460; y_381    =     18743.0000 +   -1.6333x; interpolation
11460 <= x <  11490; y_382    =    -12581.0000 +    1.1000x; interpolation
11490 <= x <  11520; y_383    =      -708.0000 +    0.0667x; interpolation
11520 <= x <  11550; y_384    =     -7620.0000 +    0.6667x; interpolation
11550 <= x <  11580; y_385    =      7395.0000 +   -0.6333x; interpolation
11580 <= x <  11610; y_386    =     -6887.0000 +    0.6000x; interpolation
11610 <= x <  11640; y_387    =      7432.0000 +   -0.6333x; interpolation
11640 <= x <  11670; y_388    =     -7312.0000 +    0.6333x; interpolation
11670 <= x <  11700; y_389    =      6692.0000 +   -0.5667x; interpolation
11700 <= x <  11730; y_390    =     -5398.0000 +    0.4667x; interpolation
11730 <= x <  11760; y_391    =      6332.0000 +   -0.5333x; interpolation
11760 <= x <  11790; y_392    =     -7388.0000 +    0.6333x; interpolation
11790 <= x <  11820; y_393    =       865.0000 +   -0.0667x; interpolation
11820 <= x <  11850; y_394    =      4805.0000 +   -0.4000x; interpolation
11850 <= x <  11880; y_395    =     -5465.0000 +    0.4667x; interpolation
11880 <= x <  11910; y_396    =      1267.0000 +   -0.1000x; interpolation
11910 <= x <  11940; y_397    =     -2306.0000 +    0.2000x; interpolation
11940 <= x <  11970; y_398    =      2868.0000 +   -0.2333x; interpolation
11970 <= x <  12000; y_399    =     -2718.0000 +    0.2333x; interpolation
12000 <= x <  12030; y_400    =       882.0000 +   -0.0667x; interpolation
12030 <= x <  12060; y_401    =      7298.0000 +   -0.6000x; interpolation
12060 <= x <  12090; y_402    =     -7576.0000 +    0.6333x; interpolation
12090 <= x <  12120; y_403    =     12977.0000 +   -1.0667x; interpolation
12120 <= x <  12150; y_404    =    -11263.0000 +    0.9333x; interpolation
12150 <= x <  12180; y_405    =      5747.0000 +   -0.4667x; interpolation
12180 <= x <  12210; y_406    =     -6433.0000 +    0.5333x; interpolation
12210 <= x <  12240; y_407    =      6184.0000 +   -0.5000x; interpolation
12240 <= x <  12270; y_408    =        64.0000 +    0.0000x; interpolation
12270 <= x <  12300; y_409    =     -6071.0000 +    0.5000x; interpolation
12300 <= x <  12330; y_410    =      6229.0000 +   -0.5000x; interpolation
12330 <= x <  12360; y_411    =     -6512.0000 +    0.5333x; interpolation
12360 <= x <  12390; y_412    =      6672.0000 +   -0.5333x; interpolation
12390 <= x <  12420; y_413    =     -5718.0000 +    0.4667x; interpolation
12420 <= x <  12450; y_414    =      1320.0000 +   -0.1000x; interpolation
12450 <= x <  12480; y_415    =      5055.0000 +   -0.4000x; interpolation
12480 <= x <  12510; y_416    =     -7009.0000 +    0.5667x; interpolation
12510 <= x <  12540; y_417    =      7586.0000 +   -0.6000x; interpolation
12540 <= x <  12570; y_418    =     -1192.0000 +    0.1000x; interpolation
12570 <= x <  12600; y_419    =     -4963.0000 +    0.4000x; interpolation
12600 <= x <  12630; y_420    =      6797.0000 +   -0.5333x; interpolation
12630 <= x <  12660; y_421    =     -7938.0000 +    0.6333x; interpolation
12660 <= x <  12690; y_422    =      6410.0000 +   -0.5000x; interpolation
12690 <= x <  12720; y_423    =     -6280.0000 +    0.5000x; interpolation
12720 <= x <  12750; y_424    =      6440.0000 +   -0.5000x; interpolation
12750 <= x <  12780; y_425    =     -5885.0000 +    0.4667x; interpolation
12780 <= x <  12810; y_426    =      6043.0000 +   -0.4667x; interpolation
12810 <= x <  12840; y_427    =     -4632.0000 +    0.3667x; interpolation
12840 <= x <  12870; y_428    =      4784.0000 +   -0.3667x; interpolation
12870 <= x <  12900; y_429    =     -4654.0000 +    0.3667x; interpolation
12900 <= x <  12930; y_430    =      4806.0000 +   -0.3667x; interpolation
12930 <= x <  12960; y_431    =     -5969.0000 +    0.4667x; interpolation
12960 <= x <  12990; y_432    =      5695.0000 +   -0.4333x; interpolation
12990 <= x <  13020; y_433    =     -5563.0000 +    0.4333x; interpolation
13020 <= x <  13050; y_434    =      6589.0000 +   -0.5000x; interpolation
13050 <= x <  13080; y_435    =     -7331.0000 +    0.5667x; interpolation
13080 <= x <  13110; y_436    =      1825.0000 +   -0.1333x; interpolation
13110 <= x <  13140; y_437    =      -360.0000 +    0.0333x; interpolation
13140 <= x <  13170; y_438    =      5334.0000 +   -0.4000x; interpolation
13170 <= x <  13200; y_439    =     -5641.0000 +    0.4333x; interpolation
13200 <= x <  13230; y_440    =      2719.0000 +   -0.2000x; interpolation
13230 <= x <  13260; y_441    =     -3896.0000 +    0.3000x; interpolation
13260 <= x <  13290; y_442    =      2734.0000 +   -0.2000x; interpolation
13290 <= x <  13320; y_443    =     -1696.0000 +    0.1333x; interpolation
13320 <= x <  13350; y_444    =      1412.0000 +   -0.1000x; interpolation
13350 <= x <  13380; y_445    =      -813.0000 +    0.0667x; interpolation
13380 <= x <  13410; y_446    =      2309.0000 +   -0.1667x; interpolation
13410 <= x <  13440; y_447    =      4991.0000 +   -0.3667x; interpolation
13440 <= x <  13470; y_448    =     -4865.0000 +    0.3667x; interpolation
13470 <= x <  13500; y_449    =      5462.0000 +   -0.4000x; interpolation
13500 <= x <  13530; y_450    =     -8038.0000 +    0.6000x; interpolation
13530 <= x <  13560; y_451    =      7747.0000 +   -0.5667x; interpolation
13560 <= x <  13590; y_452    =     -7621.0000 +    0.5667x; interpolation
13590 <= x <  13620; y_453    =      8234.0000 +   -0.6000x; interpolation
13620 <= x <  13650; y_454    =     -7202.0000 +    0.5333x; interpolation
13650 <= x <  13680; y_455    =      7358.0000 +   -0.5333x; interpolation
13680 <= x <  13710; y_456    =      -394.0000 +    0.0333x; interpolation
13710 <= x <  13740; y_457    =      8289.0000 +   -0.6000x; interpolation
13740 <= x <  13770; y_458    =     10121.0000 +   -0.7333x; interpolation
13770 <= x <  13800; y_459    =    -22009.0000 +    1.6000x; interpolation
13800 <= x <  13830; y_460    =     -2689.0000 +    0.2000x; interpolation
13830 <= x <  13860; y_461    =      6992.0000 +   -0.5000x; interpolation
13860 <= x <  13890; y_462    =     -7792.0000 +    0.5667x; interpolation
13890 <= x <  13920; y_463    =      8413.0000 +   -0.6000x; interpolation
13920 <= x <  13950; y_464    =     -8291.0000 +    0.6000x; interpolation
13950 <= x <  13980; y_465    =      7984.0000 +   -0.5667x; interpolation
13980 <= x <  14010; y_466    =     -8326.0000 +    0.6000x; interpolation
14010 <= x <  14040; y_467    =      8486.0000 +   -0.6000x; interpolation
14040 <= x <  14070; y_468    =     -8362.0000 +    0.6000x; interpolation
14070 <= x <  14100; y_469    =      8522.0000 +   -0.6000x; interpolation
14100 <= x <  14130; y_470    =     -7928.0000 +    0.5667x; interpolation
14130 <= x <  14160; y_471    =      7615.0000 +   -0.5333x; interpolation
14160 <= x <  14190; y_472    =        63.0000 +    0.0000x; interpolation
14190 <= x <  14220; y_473    =     -7505.0000 +    0.5333x; interpolation
14220 <= x <  14250; y_474    =      7189.0000 +   -0.5000x; interpolation
14250 <= x <  14280; y_475    =     -6586.0000 +    0.4667x; interpolation
14280 <= x <  14310; y_476    =      6742.0000 +   -0.4667x; interpolation
14310 <= x <  14340; y_477    =     -8045.0000 +    0.5667x; interpolation
14340 <= x <  14370; y_478    =      8207.0000 +   -0.5667x; interpolation
14370 <= x <  14400; y_479    =     -8079.0000 +    0.5667x; interpolation
14400 <= x <  14430; y_480    =        81.0000 +    0.0000x; interpolation
14430 <= x <  14460; y_481    =      9220.0000 +   -0.6333x; interpolation
14460 <= x <  14490; y_482    =     -7650.0000 +    0.5333x; interpolation
14490 <= x <  14520; y_483    =      6357.0000 +   -0.4333x; interpolation
14520 <= x <  14550; y_484    =     -6711.0000 +    0.4667x; interpolation
14550 <= x <  14580; y_485    =      6869.0000 +   -0.4667x; interpolation
14580 <= x <  14610; y_486    =     -6253.0000 +    0.4333x; interpolation
14610 <= x <  14640; y_487    =      7383.0000 +   -0.5000x; interpolation
14640 <= x <  14670; y_488    =     -6769.0000 +    0.4667x; interpolation
14670 <= x <  14700; y_489    =      7901.0000 +   -0.5333x; interpolation
14700 <= x <  14730; y_490    =    -10229.0000 +    0.7000x; interpolation
14730 <= x <  14760; y_491    =      9902.0000 +   -0.6667x; interpolation
14760 <= x <  14790; y_492    =     -7810.0000 +    0.5333x; interpolation
14790 <= x <  14820; y_493    =     -1894.0000 +    0.1333x; interpolation
14820 <= x <  14850; y_494    =      3046.0000 +   -0.2000x; interpolation
14850 <= x <  14880; y_495    =     -2894.0000 +    0.2000x; interpolation
14880 <= x <  14910; y_496    =      4050.0000 +   -0.2667x; interpolation
14910 <= x <  14940; y_497    =     -4399.0000 +    0.3000x; interpolation
14940 <= x <  14970; y_498    =      3569.0000 +   -0.2333x; interpolation
14970 <= x <  15000; y_499    =     11553.0000 +   -0.7667x; interpolation
15000 <= x <  15030; y_500    =     -6447.0000 +    0.4333x; interpolation
15030 <= x <  15060; y_501    =     -6447.0000 +    0.4333x; interpolation
15060 <= x <  15090; y_502    =      6605.0000 +   -0.4333x; interpolation
15090 <= x <  15120; y_503    =     -6976.0000 +    0.4667x; interpolation
15120 <= x <  15150; y_504    =       584.0000 +   -0.0333x; interpolation
15150 <= x <  15180; y_505    =      -931.0000 +    0.0667x; interpolation
15180 <= x <  15210; y_506    =        81.0000 +    0.0000x; interpolation
15210 <= x <  15240; y_507    =      6672.0000 +   -0.4333x; interpolation
15240 <= x <  15270; y_508    =     -6536.0000 +    0.4333x; interpolation
15270 <= x <  15300; y_509    =      5171.0000 +   -0.3333x; interpolation
15300 <= x <  15330; y_510    =     -5029.0000 +    0.3333x; interpolation
15330 <= x <  15360; y_511    =      7746.0000 +   -0.5000x; interpolation
15360 <= x <  15390; y_512    =     -7614.0000 +    0.5000x; interpolation
15390 <= x <  15420; y_513    =      9828.0000 +   -0.6333x; interpolation
15420 <= x <  15450; y_514    =     -7134.0000 +    0.4667x; interpolation
15450 <= x <  15480; y_515    =      7286.0000 +   -0.4667x; interpolation
15480 <= x <  15510; y_516    =      -970.0000 +    0.0667x; interpolation
15510 <= x <  15540; y_517    =      2132.0000 +   -0.1333x; interpolation
15540 <= x <  15570; y_518    =     -9782.0000 +    0.6333x; interpolation
15570 <= x <  15600; y_519    =      -959.0000 +    0.0667x; interpolation
15600 <= x <  15630; y_520    =      9441.0000 +   -0.6000x; interpolation
15630 <= x <  15660; y_521    =     -9315.0000 +    0.6000x; interpolation
15660 <= x <  15690; y_522    =      2169.0000 +   -0.1333x; interpolation
15690 <= x <  15720; y_523    =     -2015.0000 +    0.1333x; interpolation
15720 <= x <  15750; y_524    =      1129.0000 +   -0.0667x; interpolation
15750 <= x <  15780; y_525    =      9004.0000 +   -0.5667x; interpolation
15780 <= x <  15810; y_526    =     -9406.0000 +    0.6000x; interpolation
15810 <= x <  15840; y_527    =     10093.0000 +   -0.6333x; interpolation
15840 <= x <  15870; y_528    =     -9443.0000 +    0.6000x; interpolation
15870 <= x <  15900; y_529    =        79.0000 +    0.0000x; interpolation
15900 <= x <  15930; y_530    =      -981.0000 +    0.0667x; interpolation
15930 <= x <  15960; y_531    =     11763.0000 +   -0.7333x; interpolation
15960 <= x <  15990; y_532    =    -11645.0000 +    0.7333x; interpolation
15990 <= x <  16020; y_533    =     10208.0000 +   -0.6333x; interpolation
16020 <= x <  16050; y_534    =     -7948.0000 +    0.5000x; interpolation
16050 <= x <  16080; y_535    =     15592.0000 +   -0.9667x; interpolation
16080 <= x <  16110; y_536    =     13448.0000 +   -0.8333x; interpolation
16110 <= x <  16140; y_537    =    -24142.0000 +    1.5000x; interpolation
16140 <= x <  16170; y_538    =     -3698.0000 +    0.2333x; interpolation
16170 <= x <  16200; y_539    =     -2081.0000 +    0.1333x; interpolation
16200 <= x <  16230; y_540    =      9259.0000 +   -0.5667x; interpolation
16230 <= x <  16260; y_541    =     -9135.0000 +    0.5667x; interpolation
16260 <= x <  16290; y_542    =      8209.0000 +   -0.5000x; interpolation
16290 <= x <  16320; y_543    =     -6995.0000 +    0.4333x; interpolation
16320 <= x <  16350; y_544    =      8237.0000 +   -0.5000x; interpolation
16350 <= x <  16380; y_545    =     -9748.0000 +    0.6000x; interpolation
16380 <= x <  16410; y_546    =      9362.0000 +   -0.5667x; interpolation
16410 <= x <  16440; y_547    =     -8689.0000 +    0.5333x; interpolation
16440 <= x <  16470; y_548    =      9395.0000 +   -0.5667x; interpolation
16470 <= x <  16500; y_549    =     -9271.0000 +    0.5667x; interpolation
16500 <= x <  16530; y_550    =      8329.0000 +   -0.5000x; interpolation
16530 <= x <  16560; y_551    =     -7650.0000 +    0.4667x; interpolation
16560 <= x <  16590; y_552    =      8910.0000 +   -0.5333x; interpolation
16590 <= x <  16620; y_553    =     -9339.0000 +    0.5667x; interpolation
16620 <= x <  16650; y_554    =      8389.0000 +   -0.5000x; interpolation
16650 <= x <  16680; y_555    =     -4376.0000 +    0.2667x; interpolation
16680 <= x <  16710; y_556    =      4520.0000 +   -0.2667x; interpolation
16710 <= x <  16740; y_557    =     -7177.0000 +    0.4333x; interpolation
16740 <= x <  16770; y_558    =      7331.0000 +   -0.4333x; interpolation
16770 <= x <  16800; y_559    =     -8321.0000 +    0.5000x; interpolation
16800 <= x <  16830; y_560    =     10159.0000 +   -0.6000x; interpolation
16830 <= x <  16860; y_561    =    -10037.0000 +    0.6000x; interpolation
16860 <= x <  16890; y_562    =      9633.0000 +   -0.5667x; interpolation
16890 <= x <  16920; y_563    =     -9509.0000 +    0.5667x; interpolation
16920 <= x <  16950; y_564    =      9103.0000 +   -0.5333x; interpolation
16950 <= x <  16980; y_565    =     -8977.0000 +    0.5333x; interpolation
16980 <= x <  17010; y_566    =      8569.0000 +   -0.5000x; interpolation
17010 <= x <  17040; y_567    =     -2204.0000 +    0.1333x; interpolation
17040 <= x <  17070; y_568    =      2908.0000 +   -0.1667x; interpolation
17070 <= x <  17100; y_569    =     -9041.0000 +    0.5333x; interpolation
17100 <= x <  17130; y_570    =      -491.0000 +    0.0333x; interpolation
17130 <= x <  17160; y_571    =     10358.0000 +   -0.6000x; interpolation
17160 <= x <  17190; y_572    =    -10234.0000 +    0.6000x; interpolation
17190 <= x <  17220; y_573    =     10394.0000 +   -0.6000x; interpolation
17220 <= x <  17250; y_574    =     -8548.0000 +    0.5000x; interpolation
17250 <= x <  17280; y_575    =      9852.0000 +   -0.5667x; interpolation
17280 <= x <  17310; y_576    =    -12036.0000 +    0.7000x; interpolation
17310 <= x <  17340; y_577    =      1235.0000 +   -0.0667x; interpolation
17340 <= x <  17370; y_578    =      9327.0000 +   -0.5333x; interpolation
17370 <= x <  17400; y_579    =     -9201.0000 +    0.5333x; interpolation
17400 <= x <  17430; y_580    =     11679.0000 +   -0.6667x; interpolation
17430 <= x <  17460; y_581    =     -8075.0000 +    0.4667x; interpolation
17460 <= x <  17490; y_582    =      5893.0000 +   -0.3333x; interpolation
17490 <= x <  17520; y_583    =     -8099.0000 +    0.4667x; interpolation
17520 <= x <  17550; y_584    =      7669.0000 +   -0.4333x; interpolation
17550 <= x <  17580; y_585    =     -9296.0000 +    0.5333x; interpolation
17580 <= x <  17610; y_586    =      9456.0000 +   -0.5333x; interpolation
17610 <= x <  17640; y_587    =     -7567.0000 +    0.4333x; interpolation
17640 <= x <  17670; y_588    =      8309.0000 +   -0.4667x; interpolation
17670 <= x <  17700; y_589    =       652.0000 +   -0.0333x; interpolation
17700 <= x <  17730; y_590    =     -9968.0000 +    0.5667x; interpolation
17730 <= x <  17760; y_591    =     11308.0000 +   -0.6333x; interpolation
17760 <= x <  17790; y_592    =    -12372.0000 +    0.7000x; interpolation
17790 <= x <  17820; y_593    =     11348.0000 +   -0.6333x; interpolation
17820 <= x <  17850; y_594    =    -10630.0000 +    0.6000x; interpolation
17850 <= x <  17880; y_595    =     10790.0000 +   -0.6000x; interpolation
17880 <= x <  17910; y_596    =    -10070.0000 +    0.5667x; interpolation
17910 <= x <  17940; y_597    =     10228.0000 +   -0.5667x; interpolation
17940 <= x <  17970; y_598    =    -10104.0000 +    0.5667x; interpolation
17970 <= x <  18000; y_599    =     10262.0000 +   -0.5667x; interpolation
18000 <= x <  18030; y_600    =    -10738.0000 +    0.6000x; interpolation
18030 <= x <  18060; y_601    =     11499.0000 +   -0.6333x; interpolation
18060 <= x <  18090; y_602    =    -10775.0000 +    0.6000x; interpolation
18090 <= x <  18120; y_603    =     10933.0000 +   -0.6000x; interpolation
18120 <= x <  18150; y_604    =    -11415.0000 +    0.6333x; interpolation
18150 <= x <  18180; y_605    =     10970.0000 +   -0.6000x; interpolation
18180 <= x <  18210; y_606    =    -10846.0000 +    0.6000x; interpolation
18210 <= x <  18240; y_607    =     11613.0000 +   -0.6333x; interpolation
18240 <= x <  18270; y_608    =    -10883.0000 +    0.6000x; interpolation
18270 <= x <  18300; y_609    =     11041.0000 +   -0.6000x; interpolation
18300 <= x <  18330; y_610    =    -11529.0000 +    0.6333x; interpolation
18330 <= x <  18360; y_611    =     11078.0000 +   -0.6000x; interpolation
18360 <= x <  18390; y_612    =    -10342.0000 +    0.5667x; interpolation
18390 <= x <  18420; y_613    =      1305.0000 +   -0.0667x; interpolation
18420 <= x <  18450; y_614    =     32005.0000 +   -1.7333x; interpolation
18450 <= x <  18480; y_615    =      1255.0000 +   -0.0667x; interpolation
18480 <= x <  18510; y_616    =    -33857.0000 +    1.8333x; interpolation
18510 <= x <  18540; y_617    =     10567.0000 +   -0.5667x; interpolation
18540 <= x <  18570; y_618    =    -10445.0000 +    0.5667x; interpolation
18570 <= x <  18600; y_619    =     10601.0000 +   -0.5667x; interpolation
18600 <= x <  18630; y_620    =    -11099.0000 +    0.6000x; interpolation
18630 <= x <  18660; y_621    =     11257.0000 +   -0.6000x; interpolation
18660 <= x <  18690; y_622    =    -11135.0000 +    0.6000x; interpolation
18690 <= x <  18720; y_623    =     10670.0000 +   -0.5667x; interpolation
18720 <= x <  18750; y_624    =    -11170.0000 +    0.6000x; interpolation
18750 <= x <  18780; y_625    =     11330.0000 +   -0.6000x; interpolation
18780 <= x <  18810; y_626    =     -8702.0000 +    0.4667x; interpolation
18810 <= x <  18840; y_627    =     -2432.0000 +    0.1333x; interpolation
18840 <= x <  18870; y_628    =       708.0000 +   -0.0333x; interpolation
18870 <= x <  18900; y_629    =     -1179.0000 +    0.0667x; interpolation
18900 <= x <  18930; y_630    =     11421.0000 +   -0.6000x; interpolation
18930 <= x <  18960; y_631    =     -6247.0000 +    0.3333x; interpolation
18960 <= x <  18990; y_632    =      5761.0000 +   -0.3000x; interpolation
18990 <= x <  19020; y_633    =     -9431.0000 +    0.5000x; interpolation
19020 <= x <  19050; y_634    =      -555.0000 +    0.0333x; interpolation
19050 <= x <  19080; y_635    =     11510.0000 +   -0.6000x; interpolation
19080 <= x <  19110; y_636    =    -10114.0000 +    0.5333x; interpolation
19110 <= x <  19140; y_637    =     13455.0000 +   -0.7000x; interpolation
19140 <= x <  19170; y_638    =    -13979.0000 +    0.7333x; interpolation
19170 <= x <  19200; y_639    =     10942.0000 +   -0.5667x; interpolation
19200 <= x <  19230; y_640    =     -8258.0000 +    0.4333x; interpolation
19230 <= x <  19260; y_641    =      8408.0000 +   -0.4333x; interpolation
19260 <= x <  19290; y_642    =    -10852.0000 +    0.5667x; interpolation
19290 <= x <  19320; y_643    =     11653.0000 +   -0.6000x; interpolation
19320 <= x <  19350; y_644    =    -11531.0000 +    0.6000x; interpolation
19350 <= x <  19380; y_645    =     11044.0000 +   -0.5667x; interpolation
19380 <= x <  19410; y_646    =    -10920.0000 +    0.5667x; interpolation
19410 <= x <  19440; y_647    =     11078.0000 +   -0.5667x; interpolation
19440 <= x <  19470; y_648    =    -10954.0000 +    0.5667x; interpolation
19470 <= x <  19500; y_649    =     12410.0000 +   -0.6333x; interpolation
19500 <= x <  19530; y_650    =    -10340.0000 +    0.5333x; interpolation
19530 <= x <  19560; y_651    =      9190.0000 +   -0.4667x; interpolation
19560 <= x <  19590; y_652    =    -11674.0000 +    0.6000x; interpolation
19590 <= x <  19620; y_653    =     11834.0000 +   -0.6000x; interpolation
19620 <= x <  19650; y_654    =    -11056.0000 +    0.5667x; interpolation
19650 <= x <  19680; y_655    =     11869.0000 +   -0.6000x; interpolation
19680 <= x <  19710; y_656    =    -11747.0000 +    0.6000x; interpolation
19710 <= x <  19740; y_657    =     10591.0000 +   -0.5333x; interpolation
19740 <= x <  19770; y_658    =     -8491.0000 +    0.4333x; interpolation
19770 <= x <  19800; y_659    =     10620.0000 +   -0.5333x; interpolation
19800 <= x <  19830; y_660    =    -13140.0000 +    0.6667x; interpolation
19830 <= x <  19860; y_661    =     11978.0000 +   -0.6000x; interpolation
19860 <= x <  19890; y_662    =     -1924.0000 +    0.1000x; interpolation
19890 <= x <  19920; y_663    =     -8554.0000 +    0.4333x; interpolation
19920 <= x <  19950; y_664    =      6718.0000 +   -0.3333x; interpolation
19950 <= x <  19980; y_665    =     -6582.0000 +    0.3333x; interpolation
19980 <= x <  20010; y_666    =      6738.0000 +   -0.3333x; interpolation
20010 <= x <  20040; y_667    =     -4601.0000 +    0.2333x; interpolation
20040 <= x <  20070; y_668    =      4751.0000 +   -0.2333x; interpolation
20070 <= x <  20100; y_669    =     -5284.0000 +    0.2667x; interpolation
20100 <= x <  20130; y_670    =      4766.0000 +   -0.2333x; interpolation
20130 <= x <  20160; y_671    =     -5970.0000 +    0.3000x; interpolation
20160 <= x <  20190; y_672    =      6126.0000 +   -0.3000x; interpolation
20190 <= x <  20220; y_673    =     -5988.0000 +    0.3000x; interpolation
20220 <= x <  20250; y_674    =      6818.0000 +   -0.3333x; interpolation
20250 <= x <  20280; y_675    =     -1957.0000 +    0.1000x; interpolation
20280 <= x <  20310; y_676    =     -5337.0000 +    0.2667x; interpolation
20310 <= x <  20340; y_677    =        79.0000 +    0.0000x; interpolation
20340 <= x <  20370; y_678    =        79.0000 +    0.0000x; interpolation
20370 <= x <  20400; y_679    =      1437.0000 +   -0.0667x; interpolation
20400 <= x <  20430; y_680    =     -1963.0000 +    0.1000x; interpolation
20430 <= x <  20460; y_681    =      1442.0000 +   -0.0667x; interpolation
20460 <= x <  20490; y_682    =      -604.0000 +    0.0333x; interpolation
20490 <= x <  20520; y_683    =      2811.0000 +   -0.1333x; interpolation
20520 <= x <  20550; y_684    =     -2661.0000 +    0.1333x; interpolation
20550 <= x <  20580; y_685    =     14464.0000 +   -0.7000x; interpolation
20580 <= x <  20610; y_686    =     22010.0000 +   -1.0667x; interpolation
20610 <= x <  20640; y_687    =      2774.0000 +   -0.1333x; interpolation
20640 <= x <  20670; y_688    =    -24746.0000 +    1.2000x; interpolation
20670 <= x <  20700; y_689    =    -12344.0000 +    0.6000x; interpolation
20700 <= x <  20730; y_690    =     13186.0000 +   -0.6333x; interpolation
20730 <= x <  20760; y_691    =    -15145.0000 +    0.7333x; interpolation
20760 <= x <  20790; y_692    =     13227.0000 +   -0.6333x; interpolation
20790 <= x <  20820; y_693    =    -12414.0000 +    0.6000x; interpolation
20820 <= x <  20850; y_694    =     12570.0000 +   -0.6000x; interpolation
20850 <= x <  20880; y_695    =    -11755.0000 +    0.5667x; interpolation
20880 <= x <  20910; y_696    =     11213.0000 +   -0.5333x; interpolation
20910 <= x <  20940; y_697    =    -12485.0000 +    0.6000x; interpolation
20940 <= x <  20970; y_698    =     12643.0000 +   -0.6000x; interpolation
20970 <= x <  21000; y_699    =    -13220.0000 +    0.6333x; interpolation
21000 <= x <  21030; y_700    =     13380.0000 +   -0.6333x; interpolation
21030 <= x <  21060; y_701    =    -13959.0000 +    0.6667x; interpolation
21060 <= x <  21090; y_702    =     14121.0000 +   -0.6667x; interpolation
21090 <= x <  21120; y_703    =    -13296.0000 +    0.6333x; interpolation
21120 <= x <  21150; y_704    =     13456.0000 +   -0.6333x; interpolation
21150 <= x <  21180; y_705    =    -12629.0000 +    0.6000x; interpolation
21180 <= x <  21210; y_706    =     12787.0000 +   -0.6000x; interpolation
21210 <= x <  21240; y_707    =    -14079.0000 +    0.6667x; interpolation
21240 <= x <  21270; y_708    =     14241.0000 +   -0.6667x; interpolation
21270 <= x <  21300; y_709    =    -12701.0000 +    0.6000x; interpolation
21300 <= x <  21330; y_710    =     13569.0000 +   -0.6333x; interpolation
21330 <= x <  21360; y_711    =    -14160.0000 +    0.6667x; interpolation
21360 <= x <  21390; y_712    =     14320.0000 +   -0.6667x; interpolation
21390 <= x <  21420; y_713    =     -9922.0000 +    0.4667x; interpolation
21420 <= x <  21450; y_714    =     10070.0000 +   -0.4667x; interpolation
21450 <= x <  21480; y_715    =    -14955.0000 +    0.7000x; interpolation
21480 <= x <  21510; y_716    =     15117.0000 +   -0.7000x; interpolation
21510 <= x <  21540; y_717    =    -14280.0000 +    0.6667x; interpolation
21540 <= x <  21570; y_718    =     13004.0000 +   -0.6000x; interpolation
21570 <= x <  21600; y_719    =    -12161.0000 +    0.5667x; interpolation
21600 <= x <  21630; y_720    =     13759.0000 +   -0.6333x; interpolation
21630 <= x <  21660; y_721    =    -13639.0000 +    0.6333x; interpolation
21660 <= x <  21690; y_722    =     13075.0000 +   -0.6000x; interpolation
21690 <= x <  21720; y_723    =    -11507.0000 +    0.5333x; interpolation
21720 <= x <  21750; y_724    =     12385.0000 +   -0.5667x; interpolation
21750 <= x <  21780; y_725    =    -15165.0000 +    0.7000x; interpolation
21780 <= x <  21810; y_726    =     14601.0000 +   -0.6667x; interpolation
21810 <= x <  21840; y_727    =    -13025.0000 +    0.6000x; interpolation
21840 <= x <  21870; y_728    =     12455.0000 +   -0.5667x; interpolation
21870 <= x <  21900; y_729    =    -12331.0000 +    0.5667x; interpolation
21900 <= x <  21930; y_730    =     12489.0000 +   -0.5667x; interpolation
21930 <= x <  21960; y_731    =    -12365.0000 +    0.5667x; interpolation
21960 <= x <  21990; y_732    =     13255.0000 +   -0.6000x; interpolation
21990 <= x <  22020; y_733    =    -13133.0000 +    0.6000x; interpolation
22020 <= x <  22050; y_734    =     13291.0000 +   -0.6000x; interpolation
22050 <= x <  22080; y_735    =    -13169.0000 +    0.6000x; interpolation
22080 <= x <  22110; y_736    =     12591.0000 +   -0.5667x; interpolation
22110 <= x <  22140; y_737    =    -12467.0000 +    0.5667x; interpolation
22140 <= x <  22170; y_738    =     13363.0000 +   -0.6000x; interpolation
22170 <= x <  22200; y_739    =    -13241.0000 +    0.6000x; interpolation
22200 <= x <  22230; y_740    =     13399.0000 +   -0.6000x; interpolation
22230 <= x <  22260; y_741    =    -13277.0000 +    0.6000x; interpolation
22260 <= x <  22290; y_742    =     14919.0000 +   -0.6667x; interpolation
22290 <= x <  22320; y_743    =    -14801.0000 +    0.6667x; interpolation
22320 <= x <  22350; y_744    =        79.0000 +    0.0000x; interpolation
22350 <= x <  22380; y_745    =     12744.0000 +   -0.5667x; interpolation
22380 <= x <  22410; y_746    =    -14112.0000 +    0.6333x; interpolation
22410 <= x <  22440; y_747    =      9045.0000 +   -0.4000x; interpolation
22440 <= x <  22470; y_748    =     -4419.0000 +    0.2000x; interpolation
22470 <= x <  22500; y_749    =      9063.0000 +   -0.4000x; interpolation
22500 <= x <  22530; y_750    =     -9687.0000 +    0.4333x; interpolation
22530 <= x <  22560; y_751    =     -3679.0000 +    0.1667x; interpolation
